,4,20,100,500,1000
0,0.21913886070251465,0.21596193313598633,0.43197107315063477,0.6359260082244873,0.8170428276062012
1,0.22136306762695312,0.21675515174865723,0.4268789291381836,0.66776442527771,0.8100829124450684
2,0.2223219871520996,0.21747040748596191,0.4348578453063965,0.6651949882507324,0.80035400390625
3,0.22457027435302734,0.2219250202178955,0.6271798610687256,0.6449129581451416,1.1027109622955322
4,0.20789813995361328,0.21753883361816406,0.6430351734161377,0.2474219799041748,0.8939430713653564
5,0.21428704261779785,0.21834325790405273,0.6589758396148682,0.24457502365112305,0.8367569446563721
6,0.21697616577148438,0.2209789752960205,0.6470191478729248,0.25092291831970215,0.7994751930236816
7,0.21429681777954102,0.4298088550567627,0.6450791358947754,0.24182391166687012,0.8076190948486328
8,0.21854281425476074,0.21364974975585938,0.2359638214111328,0.6447460651397705,0.812014102935791
9,0.21970605850219727,0.21445298194885254,0.23594903945922852,0.64630126953125,0.8169248104095459
10,0.2205061912536621,0.21062970161437988,0.23595094680786133,0.6952149868011475,0.7952258586883545
11,0.22149896621704102,0.2099759578704834,0.4577641487121582,0.639930009841919,1.043745994567871
12,0.2171461582183838,0.41107606887817383,0.21909403800964355,0.44632792472839355,0.854856014251709
13,0.21735286712646484,0.41202592849731445,0.22034001350402832,0.6718831062316895,0.8304908275604248
14,0.21831083297729492,0.42589688301086426,0.21647405624389648,0.6892497539520264,0.8048570156097412
15,0.2185218334197998,0.6269299983978271,0.4428260326385498,0.6819567680358887,1.029148817062378
16,0.22043919563293457,0.21422696113586426,0.21612310409545898,0.45659804344177246,0.8615779876708984
17,0.22129511833190918,0.2122941017150879,0.21764302253723145,0.4569892883300781,0.811168909072876
18,0.22275519371032715,0.21340107917785645,0.21892809867858887,0.4335970878601074,0.8314108848571777
19,0.2202739715576172,0.2141280174255371,0.21109795570373535,0.656099796295166,0.7859861850738525
20,0.22150230407714844,0.21157407760620117,0.21688294410705566,0.45699477195739746,0.8316259384155273
21,0.22025394439697266,0.21335887908935547,0.2148439884185791,0.4308278560638428,0.631939172744751
22,0.22045588493347168,0.2142472267150879,0.21570801734924316,0.6759538650512695,0.8419499397277832
23,0.44115304946899414,0.2169351577758789,0.2140040397644043,0.6677489280700684,0.8152749538421631
24,0.21625399589538574,0.2098839282989502,0.21624207496643066,0.24458813667297363,0.8046350479125977
25,0.21780180931091309,0.21054887771606445,0.2170429229736328,0.24683284759521484,0.8025670051574707
26,0.22126388549804688,0.20998024940490723,0.21875786781311035,0.2511482238769531,0.8146638870239258
27,0.22234511375427246,0.2169959545135498,0.21366095542907715,0.4655599594116211,1.0844149589538574
28,0.22370171546936035,0.2117466926574707,0.26308584213256836,0.24202489852905273,0.8186399936676025
29,0.21330499649047852,0.2137737274169922,0.2620217800140381,0.24248075485229492,0.8100459575653076
30,0.4366178512573242,0.21430206298828125,0.2610151767730713,0.45680904388427734,0.7965850830078125
31,0.43930792808532715,0.21508502960205078,0.4755210876464844,0.464123010635376,1.1065599918365479
32,0.21759796142578125,0.21575713157653809,0.21658802032470703,0.46903109550476074,0.8047711849212646
33,0.21961307525634766,0.21663808822631836,0.21551299095153809,0.44508814811706543,0.8050811290740967
34,0.22122597694396973,0.21759796142578125,0.2164931297302246,0.6699230670928955,0.8106317520141602
35,0.22718477249145508,0.2143571376800537,0.21726584434509277,0.6476516723632812,1.0653047561645508
36,0.21065592765808105,0.21484899520874023,0.21065282821655273,0.6295590400695801,0.8096110820770264
37,0.21488618850708008,0.21678996086120605,0.2124037742614746,0.6452081203460693,0.806145191192627
38,0.21223783493041992,0.2168581485748291,0.2132890224456787,0.6502318382263184,1.0411388874053955
39,0.42821407318115234,0.21856904029846191,0.2125093936920166,0.6528887748718262,0.8503279685974121
